RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_NinRC2.rt,regionExp_response_VinRC2.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R34,log_R78,log_VinRC2,log_NinRC2,CORR,OO%COR,OS%COR,SO%COR,SS%COR,%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OO,P,0.5,O,O,-0.5,-0.5,1,2,3,2,0,1,0,0,match,0.343516111,0.630129099,0.509641886,0.445132971,0.543188095,0.42918396,0.4602561,0.444923878,0.4602561,0.444923878,0.593277931,0.543581009,y,5.868899822,2.53594711,2.799429536,2.707265114,2.648489764,2.734950243,2.632643483,2.662999553,2.648285714,2.773258194,2.735264275,2.979900974,2.956734939,2.648285714,2.662999553,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OS,NP,-0.5,O,S,-0.5,0.5,3,12,15,2,0,1,0,0,mismatch1,0.360303879,0.379225969,0.477278948,0.411369085,0.660033941,0.429177999,0.411973953,0.342226028,0.342226028,0.411973953,0.441956043,0.442928791,n,10.41553903,2.556668938,2.57889807,2.678772279,2.614231651,2.819566269,2.632637451,2.614869759,2.534313037,2.645379077,2.646333911,2.948729784,2.877486517,2.614869759,2.534313037,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OS,NP,-0.5,O,S,-0.5,0.5,16,64,80,2,1,0,0,0,mismatch2,0.393341064,0.445759058,0.40978694,0.746811867,0.541091919,0.479402065,0.46194005,0.326117992,0.326117992,0.46194005,0.510863066,0.392755032,n,3.311240196,2.594769288,2.649100177,2.612558113,2.87321121,2.733271048,2.6806999,2.664585617,2.51337476,2.708304506,2.594121758,3.06318274,2.896558205,2.664585617,2.51337476,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OS,NP,-0.5,O,S,-0.5,0.5,12,48,60,2,1,0,0,0,mismatch2,0.393368006,0.345473051,0.393668175,0.478846073,0.674975872,0.462918997,0.445343018,0.460458994,0.460458994,0.445343018,0.728070974,0.643485069,n,5.280817986,2.594799034,2.538414175,2.595130307,2.68019593,2.829288249,2.665505003,2.648694648,2.66319096,2.862173717,2.808538474,2.940772528,2.957033281,2.648694648,2.66319096,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OS,NP,-0.5,O,S,-0.5,0.5,8,32,40,2,1,0,0,0,mismatch2,0.426015854,0.362269163,0.343370914,0.528924942,0.608241081,0.54638505,0.562526941,0.376224995,0.376224995,0.562526941,0.477190971,0.442786932,n,2.539232016,2.629425761,2.559031368,2.535763504,2.723394047,2.784075749,2.737498808,2.750143327,2.575447645,2.678692218,2.646194795,2.940663809,2.972550846,2.750143327,2.575447645,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SS,P,0.5,S,S,0.5,0.5,20,77,97,2,0,1,0,0,mismatch1,0.427251101,0.328866005,0.913836002,0.409126043,0.574548006,0.446120977,0.579086065,0.459939003,0.459939003,0.579086065,0.443748951,0.476364136,n,2.104505062,2.630683191,2.517018983,2.960868264,2.611857125,2.759326322,2.649452645,2.762743114,2.662700239,2.647137339,2.677939057,3.121547385,3.016626026,2.762743114,2.662700239,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SS,P,0.5,S,S,0.5,0.5,4,13,17,2,0,1,0,0,mismatch2,0.443822145,0.411477089,0.311497927,0.292975903,0.658204794,0.563282967,0.478702068,0.293002129,0.293002129,0.478702068,0.410423994,0.710726023,n,1.936717033,2.647208968,2.614345659,2.493455161,2.466831901,2.818361041,2.750726619,2.680065304,2.466870776,2.613232742,2.851702217,2.781377503,2.887450862,2.680065304,2.466870776,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OO,P,0.5,O,O,-0.5,-0.5,18,70,88,2,1,0,0,0,match,0.456622124,0.513036013,0.610406876,0.428443193,0.611886978,0.395856142,0.56102109,0.444874048,0.56102109,0.444874048,0.492762089,1.061458826,y,4.878874063,2.65955695,2.710147852,2.785619417,2.631893247,2.786671211,2.597537388,2.748979188,2.648237072,2.692637288,3.025903153,3.016552873,3.002552709,2.648237072,2.748979188,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,14,55,69,2,0,1,0,0,match,0.46074295,0.579946995,0.46212697,0.342413902,0.310723066,0.345740795,1.112776995,0.428531885,1.112776995,0.428531885,0.342083931,0.425956011,y,2.00351119,2.663458699,2.763388302,2.664761315,2.534551389,2.492373494,2.538750626,3.046408139,2.631983141,2.534132674,2.629364751,2.905548112,3.187889681,2.631983141,3.046408139,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OO,P,0.5,O,O,-0.5,-0.5,6,22,28,2,1,0,0,0,match,0.509162903,0.446082115,0.644624949,0.395153046,0.427848101,0.529720068,1.179867983,0.79632616,1.179867983,0.79632616,0.358752012,0.292355061,y,2.608590841,2.706856754,2.649414811,2.80930711,2.596765334,2.631289609,2.724046426,3.071833416,2.901090983,2.554794345,2.465910616,3.016940622,3.295829608,2.901090983,3.071833416,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SS,P,0.5,S,S,0.5,0.5,9,33,42,2,1,0,0,0,mismatch2,0.510485172,0.680490017,0.461908102,0.56047821,0.493084192,5.865948915,0.495579958,0.544126034,0.544126034,0.495579958,0.693283081,0.476310968,n,4.182020903,2.707983132,2.832821758,2.66455558,2.748558733,2.69292108,3.768338277,2.695113735,2.735699505,2.840910602,2.677890582,3.009615026,3.016910547,2.695113735,2.735699505,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,15,59,74,2,1,0,0,0,mismatch1,0.527547121,0.446158171,0.394870043,0.426898956,0.794828892,0.429521084,0.410226107,0.478890896,0.410226107,0.478890896,1.144634008,0.476145029,n,4.761792898,2.722261257,2.649488851,2.596454187,2.630325093,2.900273645,2.632984487,2.613023296,2.680236581,3.058666645,2.677739255,2.914749754,2.948958916,2.680236581,2.613023296,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OO,P,0.5,O,O,-0.5,-0.5,2,6,8,2,1,0,0,0,match,0.544142962,0.412682056,0.309533119,0.328380823,0.427821159,0.563119173,0.81164217,0.428641796,0.81164217,0.428641796,0.576151848,0.309186935,y,1.702966928,2.735713016,2.615615586,2.490707124,2.516377787,2.63126226,2.750600314,2.909364603,2.632094516,2.760536959,2.490221134,2.804762094,3.093521129,2.632094516,2.909364603,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OS,NP,-0.5,O,S,-0.5,0.5,7,28,35,2,0,1,0,0,mismatch1,0.559771061,0.429188967,0.309792995,0.361761808,0.393205166,0.329003811,0.395087957,0.372534037,0.372534037,0.395087957,0.274070024,0.326239109,n,2.275416851,2.748010443,2.632648549,2.491071593,2.558422716,2.594619215,2.517200929,2.596693792,2.571165959,2.437861538,2.513536022,2.82708146,2.88514741,2.596693792,2.571165959,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SS,P,0.5,S,S,0.5,0.5,5,17,22,2,1,0,0,0,mismatch2,0.609686136,0.429401159,0.930107832,0.44363308,0.710675001,0.747327805,1.197999954,0.526994944,0.526994944,1.197999954,0.509001017,0.526622057,n,4.630043983,2.785106319,2.632863212,2.968533301,2.647023922,2.851671039,2.873511141,3.078456801,2.721806449,2.70671865,2.721499045,3.137904832,3.236787815,3.078456801,2.721806449,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SS,P,0.5,S,S,0.5,0.5,8,29,37,2,0,1,0,0,mismatch1,0.610342979,0.44548893,0.512142897,0.794402838,2.398411989,0.880905867,0.378174067,0.460224152,0.460224152,0.378174067,0.476958036,0.608296871,n,4.629128933,2.785573953,2.648836917,2.709391154,2.900040787,3.379923786,2.944929502,2.577691744,2.662969406,2.67848017,2.784115583,3.116124617,2.923450347,2.577691744,2.662969406,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,6,23,29,2,0,1,0,0,match,0.660173893,0.462835073,0.47885704,0.376823902,0.427764893,0.596471071,0.410232067,0.629287004,0.410232067,0.629287004,0.60974288,0.59363699,y,4.208210945,2.819658346,2.665426262,2.680205877,2.576138442,2.631205139,2.775589385,2.613029605,2.798848763,2.785146738,2.773520954,2.932311859,3.016832461,2.798848763,2.613029605,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,3,11,14,2,1,0,0,0,mismatch1,0.66110611,0.495975971,0.578850985,0.694694996,0.811462879,0.462795973,0.526459932,0.36164093,0.526459932,0.36164093,0.441528797,0.409554005,n,4.630913019,2.820271171,2.695460636,2.762566777,2.841794171,2.909268657,2.665389571,2.721365323,2.558277577,2.644959034,2.612311177,3.10501463,2.948462292,2.558277577,2.721365323,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OO,P,0.5,O,O,-0.5,-0.5,17,66,83,2,0,1,0,0,mismatch2,0.661390066,0.897698164,1.346685171,0.512360096,0.760813951,1.131996155,0.410058022,0.378469229,0.410058022,0.378469229,0.693084955,0.676832199,n,2.50967288,2.820457668,2.953130337,3.129266078,2.709575298,2.881278468,3.053844952,2.612845312,2.578030575,2.840786472,2.830481011,3.269289965,2.896816707,2.578030575,2.612845312,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,2,7,9,2,0,1,0,0,match,0.66140914,0.563098907,0.445401907,0.326205969,0.57841301,0.596699953,0.326421976,0.562346935,0.326421976,0.562346935,0.994115829,0.393336058,y,2.239403009,2.820470192,2.750584684,2.648752072,2.513491904,2.762238053,2.775756004,2.513779389,2.750004332,2.997436989,2.594763761,2.887396652,2.948788855,2.750004332,2.513779389,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,7,27,34,2,1,0,0,0,mismatch1,0.676533937,0.379271984,0.512132168,0.326616049,0.343235016,0.429543018,0.393599033,0.344660997,0.393599033,0.344660997,0.325013161,0.292427778,n,1.853039026,2.830289587,2.578950763,2.709382056,2.514037521,2.535591587,2.633006664,2.595054023,2.53739214,2.511900948,2.466018624,2.92363161,2.868209356,2.53739214,2.595054023,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SS,P,0.5,S,S,0.5,0.5,16,61,77,2,0,1,0,0,mismatch1,0.67782402,0.429482222,0.411882162,0.393438101,0.490844011,0.730366945,0.661961794,0.393920898,0.393920898,0.661961794,0.661260128,0.509870052,n,10.01602101,2.831116955,2.632945191,2.614772984,2.594876415,2.690943496,2.86354111,2.820832924,2.595409021,2.820372337,2.707459504,2.905968627,3.023615671,2.820832924,2.595409021,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,2,0,1,0,0,mismatch2,0.711487055,1.081758976,0.87873292,0.796631813,0.577075958,0.47957015,0.793669939,0.478693962,0.793669939,0.478693962,0.458929062,0.442998886,n,6.083467007,2.852167003,3.034130507,2.943856897,2.901257646,2.761232981,2.680852143,2.899639931,2.68005795,2.661745561,2.646402634,3.224109369,3.104611339,2.68005795,2.899639931,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,10,39,49,2,0,1,0,0,match,0.811388969,0.477210045,0.713078976,0.62779212,0.913017988,0.512745142,0.693649054,1.398914099,0.693649054,1.398914099,0.843564987,0.894789934,y,3.134092093,2.909229099,2.678709577,2.853137632,2.79781586,2.960479334,2.709901554,2.841139798,3.145791047,2.926118546,2.95172109,3.127387029,3.320678574,3.145791047,2.841139798,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SO,NP,-0.5,S,O,0.5,-0.5,19,75,94,2,1,0,0,0,mismatch1,1.146403074,0.496074915,0.478871107,0.6277771,0.627588987,0.881119967,0.626692057,0.42841506,0.626692057,0.42841506,0.425153017,0.44301796,n,4.93109107,3.059337342,2.695547267,2.680218634,2.797805469,2.797675314,2.945035043,2.79705419,2.631864729,2.628545265,2.646421333,3.044009585,3.023296552,2.631864729,2.79705419,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
SS,P,0.5,S,S,0.5,0.5,17,65,82,2,1,0,0,0,mismatch2,1.363636017,0.495579004,0.712594032,0.87843895,1.346250057,0.496029854,0.478621006,0.459634066,0.459634066,0.478621006,0.609333992,0.442687035,n,5.193069935,3.134698463,2.695112899,2.852842181,2.943711584,3.129125735,2.695507816,2.679991755,2.662412209,2.784855406,2.646096803,3.201679183,2.972320921,2.679991755,2.662412209,1,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,0.8,0.7,0.9,0.9,0.825,0.2,0.3,0.1,0.1,0.175,1.683242467,1.048801025,2.563103131,2.563103131,1.869178582,1.514302106,-0.879860664,0,0.634441442
OO,P,0.5,O,O,-0.5,-0.5,14,54,68,3,1,0,0,0,match,0.293023825,0.329119921,0.324100018,0.328018188,0.394296885,0.345220089,0.326560974,0.361762047,0.326560974,0.361762047,0.341540098,0.275822878,y,3.788522005,2.466902933,2.51735417,2.510679055,2.515897925,2.595823346,2.53809606,2.513964283,2.558423002,2.533441699,2.440630286,2.814326325,2.837792295,2.558423002,2.513964283,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
SS,P,0.5,S,S,0.5,0.5,3,9,12,3,0,0,1,0,mismatch1,0.309486866,0.362431049,0.595368862,0.54412508,1.546657085,0.378403902,0.361693859,0.358963966,0.358963966,0.361693859,0.458673,0.358929157,n,4.008039951,2.490642223,2.559225396,2.774786117,2.735698744,3.189394035,2.577955606,2.558341135,2.555050855,2.661503176,2.555008739,3.056712021,2.857729107,2.558341135,2.555050855,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
OS,NP,-0.5,O,S,-0.5,0.5,14,56,70,3,0,0,1,0,match,0.326261044,0.513357878,0.358098984,0.445278883,0.477656126,0.646814108,1.615165949,0.360164881,0.360164881,1.615165949,0.45856905,0.610337019,y,4.423113823,2.513565222,2.710420231,2.554003089,2.6486321,2.679115352,2.810779484,3.20821715,2.556501363,2.66140474,2.785569712,2.904919863,3.295639842,3.20821715,2.556501363,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
OS,NP,-0.5,O,S,-0.5,0.5,12,48,60,3,1,0,0,0,mismatch2,0.341957808,0.379206181,0.393606186,0.461163998,0.491533995,0.529332876,0.361686945,0.359404802,0.359404802,0.361686945,0.51058197,0.409047127,n,2.911744118,2.533972525,2.578875408,2.595061915,2.663855396,2.691553559,2.723728868,2.558332833,2.555583875,2.708065475,2.611773347,2.931849365,2.857990525,2.558332833,2.555583875,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
SS,P,0.5,S,S,0.5,0.5,7,25,32,3,0,0,1,0,mismatch1,0.342316866,0.345583916,0.327884912,0.410340071,0.576951981,0.696738005,0.310902119,0.961947918,0.961947918,0.310902119,0.30792594,0.342634916,n,5.111598015,2.534428297,2.538553522,2.515721433,2.613143929,2.761139669,2.843069501,2.492623682,2.983151559,2.488446276,2.534831617,2.868188738,3.10477724,2.492623682,2.983151559,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
OO,P,0.5,O,O,-0.5,-0.5,10,38,48,3,1,0,0,0,match,0.342617989,0.411895037,0.39269805,0.378350019,0.862036943,0.446033955,0.358604908,0.411962032,0.358604908,0.411962032,0.391829014,0.409590006,y,2.652270079,2.534810162,2.614786559,2.594058745,2.57789376,2.935525878,2.649367921,2.554616229,2.614857192,2.593096591,2.612349351,2.887081454,2.886810372,2.614857192,2.554616229,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
OS,NP,-0.5,O,S,-0.5,0.5,10,40,50,3,0,0,1,0,match,0.359525919,0.86373806,0.342988014,0.427887917,0.778532982,0.546489,0.411359072,0.660305977,0.660305977,0.411359072,0.40850091,0.593398094,y,5.524285078,2.555730205,2.936382057,2.535278944,2.631330023,2.891277016,2.737581425,2.61422108,2.819745228,2.611193028,2.773346147,2.886984486,3.030059067,2.61422108,2.819745228,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
SO,NP,-0.5,S,O,0.5,-0.5,11,43,54,3,1,0,0,0,mismatch1,0.359788179,0.579613209,0.428505182,0.491909981,0.426802158,0.495902061,0.42690897,0.427902937,0.42690897,0.427902937,0.575890779,0.37568903,n,5.904145956,2.55604689,2.763138274,2.631956078,2.691885635,2.630226607,2.695395913,2.63033528,2.631345267,2.760340125,2.574828514,2.963983765,2.931870563,2.631345267,2.63033528,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
SO,NP,-0.5,S,O,0.5,-0.5,3,11,14,3,1,0,0,0,mismatch1,0.359833002,0.328994989,0.595386028,1.329820871,0.777548075,0.345843077,0.324917078,0.374505997,0.324917078,0.374505997,0.408590078,0.476026058,n,3.028040171,2.556100992,2.517189283,2.774798639,3.123793145,2.890727251,2.538879087,2.511772539,2.573458776,2.611287816,2.677630727,3.284477409,2.844739956,2.573458776,2.511772539,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
SO,NP,-0.5,S,O,0.5,-0.5,17,67,84,3,0,0,1,0,mismatch2,0.359894037,0.379211903,0.410847902,0.392268896,0.409403086,0.579896927,0.409701109,0.394900799,0.409701109,0.394900799,0.45827198,0.844361067,n,3.99514699,2.556174651,2.578881961,2.613681074,2.593583873,2.612151112,2.763350807,2.61246714,2.596488012,2.661123304,2.9265282,2.90477871,2.905581058,2.596488012,2.61246714,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
OO,P,0.5,O,O,-0.5,-0.5,12,46,58,3,0,0,1,0,mismatch2,0.376138926,0.362078905,0.360182047,0.377638817,0.407342196,0.612864971,0.343483925,0.395148993,0.343483925,0.395148993,0.292803049,0.342684984,n,3.938648939,2.57534828,2.558803223,2.556522062,2.577076628,2.6099594,2.787364799,2.535906417,2.59676088,2.466575595,2.534895075,2.867950932,2.868428659,2.59676088,2.535906417,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,3,0,0,1,0,mismatch1,0.376482964,0.429461956,0.492368937,0.360920906,0.774877787,0.446185112,0.442046881,0.529531002,0.442046881,0.529531002,0.526894093,0.69358182,n,5.059099197,2.575745329,2.632924698,2.692290646,2.557412039,2.889233211,2.649515075,2.645468331,2.723891391,2.72172333,2.841097701,2.931096576,2.98747762,2.723891391,2.645468331,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
OS,NP,-0.5,O,S,-0.5,0.5,2,8,10,3,0,0,1,0,mismatch1,0.376747847,0.312157869,0.39249897,0.445338964,0.377197981,0.412651062,0.361716986,0.326072931,0.326072931,0.361716986,0.291643143,0.342710972,n,3.302082062,2.576050779,2.494374287,2.593838521,2.648690694,2.576569359,2.615582967,2.558368903,2.513314747,2.46485177,2.534928009,2.92316002,2.837455805,2.558368903,2.513314747,1,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,0.9,0.8,0.7,0.7,0.775,0.1,0.2,0.3,0.3,0.225,2.563103131,1.683242467,1.048801025,1.048801025,1.510830053,-0.634441442,1.514302106,0,0.879860664
